PIL ITALICA LIFESTYLE LIMITED,PILIND,PILITA,03-Sep-15
PSL Limited,PSLHOLD,PSL,19-May-03
PVP Ventures Limited,SOFTSOLINT,PVP,23-Jun-08
Paisalo Digital Limited,SEINV,PAISALO,24-Jan-18
Palred Technologies Limited,FOURSOFT,PALRED,16-Jan-14
Panasonic AVC Networks India Company Limited.,MTAL,PAVCI,12-Mar-04
Parrys Sugar Industries Limited,GMRINDS,PARRYSUGAR,02-Dec-10
Pearl Global Industries Limited,HOPFL,PGIL,02-Jul-12
Peninsula Land Limited,MORAREALTY,PENINLAND,09-Jun-06
Peninsula Land Limited,MORARJESPG,PENINLAND,15-Oct-04
Pharmacia Healthcare Limited,ABBOTTLAB,PHARMACIA,24-Mar-03
Phoenix Lamps Limited,HALONIX,PHOENIXLL,30-Oct-13
Phoenix Lamps Limited,PHOENIXLMP,PHOENIXLL,09-Mar-09
Piramal Enterprises Limited,PIRHEALTH,PEL,21-Sep-12
Piramal Enterprises Limited,NICOLASPIR,PEL,19-Jun-08
Piramal Glass Limited,GUJGLASS,PIRGLASS,12-May-08
Piramal Phytocare Limited,PIRLIFE,PIRPHYTO,23-Oct-13
Pitti Engineering Limited,PITTILAM,PITTIENG,06-Jun-18
Poonawalla Fincorp Limited,MAGMA,POONAWALLA,05-Aug-21
Precot Limited,PRECOTMILL,PRECOT,01-Nov-06
Premier Limited,PREMAUTO,PREMIER,14-Jun-05
Pressman Advertising Limited,NUCENT,PRESSMN,11-Sep-13
Pricol Limited,PREMINSTR,PRICOL,16-Aug-05
Prism Johnson Limited,PRISMCEM,PRSMJOHNSN,04-May-18
Privi Speciality Chemicals Limited,FAIRCHEM,PRIVISCL,14-Oct-20
Privi Speciality Chemicals Limited,ADI,PRIVISCL,19-Jan-17
Procter & Gamble Health Limited,MERCK,PGHL,11-Jun-19
Procter & Gamble Health Limited,EMERCK,PGHL,05-Nov-07
Procter & Gamble Hygiene and Health Care Limited,P&G,PGHH,07-Jul-04
Proseed India Limited,GREENFIRE,PROSEED,18-Jul-18
Prozone Intu Properties Limited,PROZONECSC,PROZONINTU,07-Oct-14
Prozone Intu Properties Limited,PROZONE,PROZONINTU,24-Sep-12
Quintegra Solutions Limited,SOFFIASOFT,QUINTEGRA,22-Aug-05
RHI MAGNESITA INDIA LTD,ORIENTREF,RHIM,22-Jul-21
RPG Cables Limited,RPGTELECOM,RPGCABLES,04-Apr-06
RPG Transmission Limited,SAELTD,RPGTLTD,05-Dec-06
RPSG VENTURES LIMITED,CESCVENT,RPSGVENT,01-Feb-21
RSWM Limited,RAJASSPG,RSWM,01-Sep-06
Rain Industries Limited,RAINCOM,RAIN,23-Aug-13
Rain Industries Limited,PRIYADCEM,RAIN,03-Mar-08
Rane Holdings Limited,RANEMADRAS,RANEHOLDIN,22-Aug-05
RattanIndia Enterprises Limited,RTNINFRA,RTNINDIA,07-Apr-21
RattanIndia Enterprises Limited,IBIPL,RTNINDIA,20-Nov-14
RattanIndia Power Limited,IBPOW,RTNPOWER,20-Nov-14
Reliance Broadcast Network Limited,RMEDIA,RBN,20-Aug-10
Reliance Communications Limited,RCVL,RCOM,30-Jun-06
Reliance Infrastructure Limited,REL,RELINFRA,16-May-08
Reliance Infrastructure Limited,BSES,RELINFRA,12-Mar-04
Reliance MediaWorks Limited,ADLABSFILM,RELMEDIA,20-Oct-09
Reliance Naval and Engineering Limited,RDEL,RNAVAL,18-Sep-17
Reliance Naval and Engineering Limited,PIPAVAVDOC,RNAVAL,18-Mar-16
Reliance Naval and Engineering Limited,PIPAVAVYD,RNAVAL,29-Sep-11
Renaissance Global Limited,RJL,RGL,08-Apr-19
Restaurant Brands Asia Limited,BURGERKING,RBA,17-Feb-22
Roofit Industries Limited,RATNABLDG,ROOFITIND,15-Sep-99
SBI-ETF Gold,SBIGETS,SETFGOLD,24-Nov-15
SBI-ETF Nifty 50,SETFNIFTY,SETFNIF50,24-Nov-15
SBI-ETF Nifty Bank,SETFBANK,SETFNIFBK,24-Nov-15
SBI-ETF Nifty Next 50,SETFNIFJR,SETFNN50,24-Nov-15
SECUREKLOUD TECHNOLOGIES LIMITED,8KMILES,SECURKLOUD,20-Jan-21
SEJAL GLASS LIMITED,SEZAL,SEJAL,16-Aug-21
SEPC Limited,SHRIRAMEPC,SEPC,09-Mar-22
SI Group - India Limited,SCHENHERD,SIGROUPIND,28-Nov-06
SI Group - India Limited,HERDILCHEM,SIGROUPIND,04-Apr-06
SIL Investments Limited,SUTLEJINDS,SILINV,21-Jun-07
SKF India Limited,SKFBEARING,SKFINDIA,20-Oct-04
SKIL Infrastructure Limited,HORIZONINF,SKIL,24-Mar-14
SKIL Infrastructure Limited,HORIZONBAT,SKIL,22-Feb-08
SML Isuzu Limited,SWARAJMAZD,SMLISUZU,17-Jan-11
SORIL Infra Resources Limited,STOREONE,SORILINFRA,10-Jan-17
SORIL Infra Resources Limited,IBRETAILS,SORILINFRA,26-Oct-09
SORIL Infra Resources Limited,PIRAMYDRET,SORILINFRA,09-Jun-08
SOVEREIGN GOLD BONDS 2.50% JULY 2029 SR-IV 2021-22,SGBJUN29IV,SGBJUL29IV,28-Jul-21
SPICEJET LTD,MODILUFT,SPICEJET,19-Aug-19
SPML Infra Limited,SUBHASPROJ,SPMLINFRA,14-May-10
SREI Infrastructure Finance Limited,SREINTFIN,SREINFRA,21-Jul-10
SVOGL Oil Gas And Energy Limited,SHIV-VANI,SVOGL,23-Oct-15
Sagar Cements Limited,SAGARCEM,SAGCEM,29-Jan-07
Sambhaav Media Limited,PERLENGINF,SAMBHAAV,18-Oct-05
Samvardhana Motherson International Limited,MOTHERSUMI,MOTHERSON,09-Jun-22
Sanofi India Limited,AVENTIS,SANOFI,11-Jul-12
Sanofi India Limited,HOECHST,SANOFI,19-May-03
Saregama India Limited,GRAMOPHONE,SAREGAMA,20-Aug-01
Sastasundar Ventures Limited,MICROSEC,SASTASUNDR,22-Nov-16
Sathavahana Ispat Limited,SATHVANISP,SATHAISPAT,27-Dec-06
Savita Oil Technologies Limited,SAVITACHEM,SOTL,24-Aug-09
Schaeffler India Limited,FAGBEARING,SCHAEFFLER,01-Aug-17
Schaeffler India Limited,FAGPRECISN,SCHAEFFLER,20-Aug-01
Seamec Limited,PEERLESHIP,SEAMECLTD,20-Aug-01
Setubandhan Infrastructure Limited,PRAKASHCON,SETUINFRA,30-Jul-19
Sezal Glass Limited,SEJALGLASS,SEZALGLASS,14-Jul-10
Shalimar Paints Limited,SHALMPAINT,SHALPAINTS,03-Mar-08
Shasun Pharmaceuticals Limited,SHASUNCHEM,SHASUNPHAR,28-Jan-11
Shirpur Gold Refinery Limited,AGEEGOLD,SHIRPUR-G,17-Jan-13
Shiva Texyarn Limited,ANAMALFIN,SHIVTEX,22-Jan-04
Shreyas Shipping & Logistics Limited,SHREYASHIP,SHREYAS,03-Apr-06
Shri Aster Silicates Limited,ASTERSILI,SHRIASTER,03-Feb-14
Simplex Infrastructures Limited,SIMPLEXCON,SIMPLEXINF,21-Dec-05
Siti Networks Limited,SITICABLE,SITINET,17-Aug-16
Siti Networks Limited,WWIL,SITINET,03-Oct-12
Siyaram Silk Mills Limited,SIYARSILK,SIYSIL,29-Jan-07
Smartlink Holdings Limited,D-LINK,SMARTLINK,29-Jul-09
Solar Industries India Limited,SOLAREX,SOLARINDS,13-Apr-09
Somany Ceramics Limited,SPLLTD,SOMANYCERA,21-Mar-07
Sonu Infratech Limited,AAZCS3193G,SONUINFRA,10-May-22
Sovereign Gold Bonds 2.75% NOV 2023 Tr-I,GBNOV23,SGBNOV23,15-Sep-16
Sovereign Gold Bonds 2.75% NOV 2023 Tr-I,SBNOV23,SGBNOV23,15-Sep-16
Spentex Industries Limited,SPENTXIND,SPENTEX,20-Dec-06
Sri Havisha Hospitality and Infrastructure Limited,SHAKTIGAS,HAVISHA,12-Apr-18
Srikalahasthi Pipes Limited,LANCOIN,SRIPIPES,17-Dec-14
Srikalahasthi Pipes Limited,LANCOIND,SRIPIPES,28-Aug-07
Stel Holdings Limited,SENTINEL,STEL,08-Nov-11
Sterling Biotech Limited,STERLINTEA,STERLINBIO,09-Jul-03
Sterlite Technologies Limited,STRTECH,STLTECH,29-Oct-20
Sterlite Technologies Limited,STROPTICAL,STLTECH,17-Dec-07
Summit Securities Limited,KECINFRA,SUMMIT,21-Apr-08
Summit Securities Limited,KECINTL,SUMMIT,21-Feb-06
Sunflag Iron And Steel Company Limited,SUNFLAGIRN,SUNFLAG,29-Sep-05
Supreme Tex Mart Limited,SUPREMYARN,SUPREMETEX,15-Feb-08
Surana Solar Limited,SURANAVEL,SURANASOL,19-Nov-14
Surana Telecom and Power Limited,SURANATELE,SURANAT&P,08-Feb-10
Swelect Energy Systems Limited,NUMERICPW,SWELECTES,09-Jul-12
TATA CONSUMER PRODUCTS LIMITED,TATAGLOBAL,TATACONSUM,27-Feb-20
TATA CONSUMER PRODUCTS LIMITED,TATATEA,TATACONSUM,21-Jul-10
TGB Banquets And Hotels Limited,BHAGWATIHO,TGBHOTELS,31-May-13
TV18 Broadcast Limited,IBN18,TV18BRDCST,19-Jul-11
TV18 Broadcast Limited,GBN,TV18BRDCST,15-May-08
TVS Motor Company Limited,TVS-SUZUKI,TVSMOTOR,03-Dec-01
TVS Srichakra Limited,SRICHAKTYR,TVSSRICHAK,13-Feb-07
Tarmat Limited,ROMAN,TARMAT,12-Sep-12
Tata Coffee Limited,CONSCOFFEE,TATACOFFEE,04-Apr-06
Tata Communications Limited,VSNL,TATACOMM,25-Feb-08
Tata Investment Corporation Limited,INVESTCORP,TATAINVEST,07-Jul-05
Tata Motors Limited,TELCO,TATAMOTORS,26-Dec-03
Tata Steel Bsl Limited,BHUSANSTL,TATASTLBSL,10-Dec-18
Tata Steel Limited,TISCO,TATASTEEL,17-Oct-05
Tata Steel Long Products Limited,TATASPONGE,TATASTLLP,03-Sep-19
Tata Steel Long Products Limited,IPITATASPO,TATASTLLP,11-Feb-04
Tata Teleservices (Maharashtra) Limited,TATATELSER,TTML,14-Jan-05
Tata Teleservices (Maharashtra) Limited,HUGHESTELE,TTML,25-Jun-03
Techindia Nirman Limited,NATHSEED,TECHIN,31-Oct-14
Tembo Global Industries Limited,SAKETH,TEMBO,13-Apr-20
Texmaco Infrastructure & Holdings Limited,TEXMACOLTD,TEXINFRA,20-Mar-12
The Investment Trust Of India Limited,FORTUNEFIN,THEINVEST,25-Jul-18
The Madras Aluminium Company Limited,MADRASALMN,MALCO,12-Apr-07
The Ramco Cements Limited,MADRASCEM,RAMCOCEM,30-Sep-13
Timken India Limited,TATATIMKEN,TIMKEN,06-Feb-07
Tirupati Forge Limited,FORGE,TIRUPATIFL,15-Jan-18
Torrent Power AEC Limited,AHMEDELEC,TORRENTAEC,17-Jun-05
Torrent Power SEC Limited,SURATELEC,TORRENTSEC,07-Jun-05
Trent Limited,LAKME,TRENT,07-Jun-04
Trident Limited,ABSHEKINDS,TRIDENT,03-May-11
Trigyn Technologies Limited,LEADEDSYS,TRIGYN,26-Jul-05
UFLEX Limited,FLEX,UFLEX,17-Apr-07
UPL Limited,UNIPHOS,UPL,23-Oct-13
Ujaas Energy Limited,MBSWITCH,UJAAS,23-Sep-13
Usha Martin Education & Solutions Limited,UMITL,UMESL,07-Jan-10
Usha Martin Limited,USHABEL,USHAMART,20-Oct-04
Uttam Value Steels Limited,LLOYDSTEEL,UTTAMVALUE,29-Apr-13
V2 Retail Limited,VISHALRET,V2RETAIL,24-Feb-12
VA Tech Wabag Limited,VATECH,WABAG,15-Dec-10
VIP Clothing Limited,MAXWELL,VIPCLOTHNG,21-Dec-16
VTX Industries Limited,VIJAYTEX,VTXIND,04-Apr-11
Vaibhav Global Limited,VAIBHAVGEM,VAIBHAVGBL,24-Dec-12
Vakrangee Limited,VAKRANSOFT,VAKRANGEE,27-Nov-13
Value Industries Limited,VDOCONAPPL,VALUEIND,22-May-08
Vardhman Holdings Limited,VSGML,VHL,17-Apr-06
Vardhman Textiles Limited,MAHAVIRSPG,VTL,11-Oct-06
Vatsa Music Limited,BABABUSERV,VATSMUSC,20-Aug-01
Vedanta Limited,SSLT,VEDL,07-May-15
Vedanta Limited,SESAGOA,VEDL,04-Oct-13
Venky's (India) Limited,WESTHATCH,VENKEYS,17-Sep-03
Videocon Industries Limited,VDOLEASE,VIDEOIND,21-Sep-04
Vidhi Specialty Food Ingredients Limited,VIDHIDYE,VIDHIING,01-Mar-17
Vikas EcoTech Limited,VIKASGLOB,VIKASECO,21-Dec-15
Vikas Lifecare Limited,VIKASMCORP,VIKASLIFE,06-May-21
W S Industries (I) Limited,WSIND,WSI,01-Aug-07
WE WIN LIMITED,SUREVIN,WEWIN,01-Jul-20
Wartsila India Limited,WARTDEISEL,WARTSILA,20-Sep-00
Welspun Corp Limited,WELGUJ,WELCORP,17-May-10
Welspun Enterprises Limited,WELPROJ,WELENT,24-Jun-15
Welspun Enterprises Limited,MSKPROJ,WELENT,04-Jan-11
Wendt (India) Limited,WENDTINDIA,WENDT,07-Aug-06
WinPro Industries Limited,JUMPNET,WINPRO,22-Dec-21
Windsor Machines Limited,DGPWINDSOR,WINDSOR,05-Apr-05
Winsome Diamonds and Jewellery Limited,SURAJDIAMN,WINSOMEDJ,24-Jul-12
Wopolin Plastics Limited,BAJAJPLAST,WOPOLIN,23-Nov-05
Wyeth Limited,WYETHLEDE,WYETH,01-Sep-06
XL Energy Limited,XLTELENE,XLENERGY,13-Dec-10
XL Energy Limited,XLTL,XLENERGY,22-Jul-09
Xchanging Solutions Limited,CAMBRIDGE,XCHANGING,25-Jun-12
Xchanging Solutions Limited,SCANDENT,XCHANGING,17-Jul-06
Yaari Digital Integrated Services Limited,YAARII,YAARI,15-Dec-21
Yaari Digital Integrated Services Limited,IBULISL,YAARI,08-Dec-20
Yaari Digital Integrated Services Limited,SORILHOLD,YAARI,08-Jun-18
Yaari Digital Integrated Services Limited,IBWSL,YAARI,18-Apr-17
ZF Commercial Vehicle Control Systems India Limited,WABCOINDIA,ZFCVINDIA,01-Apr-22
ZF Commercial Vehicle Control Systems India Limited,WABCO-TVS,ZFCVINDIA,06-Sep-11
Zandu Realty Limited,ZANDUPHARM,ZANDUREALT,10-Mar-10
Zee Entertainment Enterprises Limited,ZEETELE,ZEEL,28-Feb-07
Zee Media Corporation Limited,ZEENEWS,ZEEMEDIA,30-Jul-13
Zenith Steel Pipes & Industries Limited,ZENITHBIR,ZENITHSTL,19-Aug-20
Zensar Technologies Limited,FUJITSICIM,ZENSARTECH,04-Mar-04
Zuari Global Limited,ZUARIAGRO,ZUARIGLOB,25-Sep-12
Zydus Lifesciences Limited,CADILAHC,ZYDUSLIFE,07-Mar-22
e-Serve International Limited,CITICORSEC,E-SERVEINT,09-Jul-03
iGate Global Solutions Limited,MASCOT,IGS,07-Aug-03
